x,y,z,reachable,tilt_deg,j3_danger
0.0,-0.37777777777777777,-0.06666666666666668,True,2.6398040527968538e-05,False
0.0,-0.37777777777777777,0.06666666666666665,True,0.00014840933909244342,False
0.0,-0.37777777777777777,0.2,True,2.699869328381916e-06,False
0.0,-0.37777777777777777,0.3333333333333333,True,0.0,False
0.0,-0.37777777777777777,0.4666666666666666,True,0.0,False
0.0,-0.37777777777777777,0.6000000000000001,True,0.0,False
0.0,-0.37777777777777777,0.7333333333333334,False,0.0,False
0.0,-0.37777777777777777,0.8666666666666667,False,0.0,False
0.0,-0.37777777777777777,1.0,False,0.0,False
0.0,-0.2333333333333334,-0.2,True,0.0002453541067981002,False
0.0,-0.2333333333333334,-0.06666666666666668,True,8.537736462515939e-07,False
0.0,-0.2333333333333334,0.06666666666666665,True,0.00030073078397557345,False
0.0,-0.2333333333333334,0.2,True,1.4787793334710982e-06,False
0.0,-0.2333333333333334,0.3333333333333333,True,8.45192788808014e-06,False
0.0,-0.2333333333333334,0.4666666666666666,True,0.0,False
0.0,-0.2333333333333334,0.6000000000000001,True,0.0,False
0.0,-0.2333333333333334,0.7333333333333334,False,0.0,False
0.0,-0.2333333333333334,0.8666666666666667,False,0.0,False
0.0,-0.2333333333333334,1.0,False,0.0,False
0.0,-0.0888888888888888,-0.2,False,0.0,False
0.0,-0.0888888888888888,-0.06666666666666668,True,0.0005204098805561423,False
0.0,-0.0888888888888888,0.06666666666666665,True,1.4787793334710982e-06,False
0.0,-0.0888888888888888,0.2,True,7.393896667355496e-06,False
0.0,-0.0888888888888888,0.3333333333333333,True,1.0833173112455685e-05,False
0.0,-0.0888888888888888,0.4666666666666666,True,1.2074182697257333e-06,False
0.0,-0.0888888888888888,0.6000000000000001,True,8.537736462515939e-07,False
0.0,-0.0888888888888888,0.7333333333333334,False,0.0,False
0.0,-0.0888888888888888,0.8666666666666667,False,0.0,False
0.0,-0.0888888888888888,1.0,False,0.0,False
